id,text,embedding_text
chunk:chapter II|article 13|clause 4:1,4. Chính phủ quy định chi tiết Điều này.,[chapter II | article 13 | clause 4] 4. Chính phủ quy định chi tiết Điều này.
chunk:chapter II|article 14|clause 1:1,1. Thuế thu nhập cá nhân đối với thu nhập từ chuyển nhượng bất động sản của cá nhân cư trú được xác định bằng giá chuyển nhượng nhân (x),[chapter II | article 14 | clause 1] 1. Thuế thu nhập cá nhân đối với thu nhập từ chuyển nhượng bất động sản của cá nhân cư trú được xác định bằng giá chuyển nhượng nhân (x)
chunk:chapter II|article 14|clause 1:2,giá chuyển nhượng nhân (x) với thuế suất 2%.,[chapter II | article 14 | clause 1] giá chuyển nhượng nhân (x) với thuế suất 2%.
chunk:chapter II|article 14|clause 2:1,2. Thời điểm xác định thu nhập tính thuế từ chuyển nhượng bất động sản là thời điểm hợp đồng chuyển nhượng có hiệu lực theo quy định của pháp,[chapter II | article 14 | clause 2] 2. Thời điểm xác định thu nhập tính thuế từ chuyển nhượng bất động sản là thời điểm hợp đồng chuyển nhượng có hiệu lực theo quy định của pháp
chunk:chapter II|article 14|clause 2:2,"theo quy định của pháp luật hoặc thời điểm đăng ký quyền sử dụng, quyền sở hữu bất động sản.","[chapter II | article 14 | clause 2] theo quy định của pháp luật hoặc thời điểm đăng ký quyền sử dụng, quyền sở hữu bất động sản."
chunk:chapter II|article 14|clause 3:1,3. Chính phủ quy định chi tiết Điều này.,[chapter II | article 14 | clause 3] 3. Chính phủ quy định chi tiết Điều này.
chunk:chapter II|article 15|clause 1:1,1. Thuế thu nhập cá nhân đối với thu nhập từ trúng thưởng của cá nhân cư trú được xác định bằng thu nhập tính thuế nhân (x) với thuế,[chapter II | article 15 | clause 1] 1. Thuế thu nhập cá nhân đối với thu nhập từ trúng thưởng của cá nhân cư trú được xác định bằng thu nhập tính thuế nhân (x) với thuế
chunk:chapter II|article 15|clause 1:2,thuế nhân (x) với thuế suất 10%.,[chapter II | article 15 | clause 1] thuế nhân (x) với thuế suất 10%.
chunk:chapter II|article 15|clause 2:1,2. Thu nhập tính thuế từ trúng thưởng là phần giá trị giải thưởng vượt trên 20 triệu đồng mà người nộp thuế nhận được theo từng lần trúng thưởng.,[chapter II | article 15 | clause 2] 2. Thu nhập tính thuế từ trúng thưởng là phần giá trị giải thưởng vượt trên 20 triệu đồng mà người nộp thuế nhận được theo từng lần trúng thưởng.
chunk:chapter II|article 15|clause 3:1,"3. Thời điểm xác định thu nhập tính thuế từ trúng thưởng là thời điểm tổ chức, cá nhân trả thu nhập cho người nộp thuế.","[chapter II | article 15 | clause 3] 3. Thời điểm xác định thu nhập tính thuế từ trúng thưởng là thời điểm tổ chức, cá nhân trả thu nhập cho người nộp thuế."
chunk:chapter II|article 16|clause 1:1,1. Thuế thu nhập cá nhân đối với thu nhập từ tiền bản quyền của cá nhân cư trú được tính bằng thu nhập tính thuế nhân (x) với thuế,[chapter II | article 16 | clause 1] 1. Thuế thu nhập cá nhân đối với thu nhập từ tiền bản quyền của cá nhân cư trú được tính bằng thu nhập tính thuế nhân (x) với thuế
chunk:chapter II|article 16|clause 1:2,thuế nhân (x) với thuế suất 5%.,[chapter II | article 16 | clause 1] thuế nhân (x) với thuế suất 5%.
chunk:chapter II|article 16|clause 2:1,"2. Thu nhập tính thuế từ tiền bản quyền là phần thu nhập vượt trên 20 triệu đồng mà người nộp thuế nhận được khi chuyển giao, chuyển quyền sử","[chapter II | article 16 | clause 2] 2. Thu nhập tính thuế từ tiền bản quyền là phần thu nhập vượt trên 20 triệu đồng mà người nộp thuế nhận được khi chuyển giao, chuyển quyền sử"
chunk:chapter II|article 16|clause 2:2,"chuyển giao, chuyển quyền sử dụng các đối tượng của quyền sở hữu trí tuệ, chuyển giao công nghệ theo từng hợp đồng.","[chapter II | article 16 | clause 2] chuyển giao, chuyển quyền sử dụng các đối tượng của quyền sở hữu trí tuệ, chuyển giao công nghệ theo từng hợp đồng."
chunk:chapter II|article 16|clause 3:1,"3. Thời điểm xác định thu nhập tính thuế từ tiền bản quyền là thời điểm tổ chức, cá nhân trả thu nhập cho người nộp thuế.","[chapter II | article 16 | clause 3] 3. Thời điểm xác định thu nhập tính thuế từ tiền bản quyền là thời điểm tổ chức, cá nhân trả thu nhập cho người nộp thuế."
chunk:chapter II|article 17|clause 1:1,1. Thuế thu nhập cá nhân đối với thu nhập từ nhượng quyền thương mại của cá nhân cư trú được tính bằng thu nhập tính thuế nhân (x) với,[chapter II | article 17 | clause 1] 1. Thuế thu nhập cá nhân đối với thu nhập từ nhượng quyền thương mại của cá nhân cư trú được tính bằng thu nhập tính thuế nhân (x) với
chunk:chapter II|article 17|clause 1:2,tính thuế nhân (x) với thuế suất 5%.,[chapter II | article 17 | clause 1] tính thuế nhân (x) với thuế suất 5%.
chunk:chapter II|article 17|clause 2:1,2. Thu nhập tính thuế từ nhượng quyền thương mại là phần thu nhập vượt trên 20 triệu đồng mà người nộp thuế nhận được theo từng hợp đồng nhượng,[chapter II | article 17 | clause 2] 2. Thu nhập tính thuế từ nhượng quyền thương mại là phần thu nhập vượt trên 20 triệu đồng mà người nộp thuế nhận được theo từng hợp đồng nhượng
chunk:chapter II|article 17|clause 2:2,theo từng hợp đồng nhượng quyền thương mại.,[chapter II | article 17 | clause 2] theo từng hợp đồng nhượng quyền thương mại.
chunk:chapter II|article 17|clause 3:1,"3. Thời điểm xác định thu nhập tính thuế từ nhượng quyền thương mại là thời điểm tổ chức, cá nhân trả thu nhập cho người nộp thuế.","[chapter II | article 17 | clause 3] 3. Thời điểm xác định thu nhập tính thuế từ nhượng quyền thương mại là thời điểm tổ chức, cá nhân trả thu nhập cho người nộp thuế."
chunk:chapter II|article 18|clause 1:1,"1. Thuế thu nhập cá nhân đối với thu nhập từ nhận thừa kế, quà tặng của cá nhân cư trú được xác định bằng thu nhập tính thuế nhân","[chapter II | article 18 | clause 1] 1. Thuế thu nhập cá nhân đối với thu nhập từ nhận thừa kế, quà tặng của cá nhân cư trú được xác định bằng thu nhập tính thuế nhân"
chunk:chapter II|article 18|clause 1:2,thu nhập tính thuế nhân (x) với thuế suất 10%.,[chapter II | article 18 | clause 1] thu nhập tính thuế nhân (x) với thuế suất 10%.
chunk:chapter II|article 18|clause 2:1,"2. Thu nhập tính thuế từ nhận thừa kế, quà tặng là phần giá trị tài sản thừa kế, quà tặng vượt trên 20 triệu đồng mà người nộp thuế","[chapter II | article 18 | clause 2] 2. Thu nhập tính thuế từ nhận thừa kế, quà tặng là phần giá trị tài sản thừa kế, quà tặng vượt trên 20 triệu đồng mà người nộp thuế"
chunk:chapter II|article 18|clause 2:2,đồng mà người nộp thuế nhận được theo từng lần phát sinh.,[chapter II | article 18 | clause 2] đồng mà người nộp thuế nhận được theo từng lần phát sinh.
chunk:chapter II|article 18|clause 3|point a:1,a) Đối với thu nhập từ nhận thừa kế là thời điểm người nộp thuế nhận được thừa kế;,[chapter II | article 18 | clause 3 | point a] a) Đối với thu nhập từ nhận thừa kế là thời điểm người nộp thuế nhận được thừa kế;
chunk:chapter II|article 18|clause 3|point b:1,"b) Đối với thu nhập từ nhận quà tặng là thời điểm tổ chức, cá nhân tặng cho người nộp thuế hoặc thời điểm người nộp thuế nhận được thu","[chapter II | article 18 | clause 3 | point b] b) Đối với thu nhập từ nhận quà tặng là thời điểm tổ chức, cá nhân tặng cho người nộp thuế hoặc thời điểm người nộp thuế nhận được thu"
chunk:chapter II|article 18|clause 3|point b:2,nộp thuế nhận được thu nhập.,[chapter II | article 18 | clause 3 | point b] nộp thuế nhận được thu nhập.
chunk:chapter II|article 18|clause 4:1,4. Chính phủ quy định chi tiết Điều này.,[chapter II | article 18 | clause 4] 4. Chính phủ quy định chi tiết Điều này.
chunk:chapter II|article 19|clause 1:1,"1. Thuế thu nhập cá nhân đối với thu nhập khác của cá nhân cư trú quy định tại các điểm a, b và c khoản 10 Điều 3 của","[chapter II | article 19 | clause 1] 1. Thuế thu nhập cá nhân đối với thu nhập khác của cá nhân cư trú quy định tại các điểm a, b và c khoản 10 Điều 3 của"
chunk:chapter II|article 19|clause 1:2,"khoản 10 Điều 3 của Luật này được xác định bằng thu nhập tính thuế nhân (x) với thuế suất 5%. Trong đó, thu nhập tính thuế là phần thu","[chapter II | article 19 | clause 1] khoản 10 Điều 3 của Luật này được xác định bằng thu nhập tính thuế nhân (x) với thuế suất 5%. Trong đó, thu nhập tính thuế là phần thu"
chunk:chapter II|article 19|clause 1:3,tính thuế là phần thu nhập vượt trên 20 triệu đồng mà người nộp thuế nhận được theo từng lần phát sinh.,[chapter II | article 19 | clause 1] tính thuế là phần thu nhập vượt trên 20 triệu đồng mà người nộp thuế nhận được theo từng lần phát sinh.
chunk:chapter II|article 19|clause 2:1,2. Thuế thu nhập cá nhân đối với thu nhập khác của cá nhân cư trú quy định tại điểm d và điểm đ khoản 10 Điều 3 của Luật,[chapter II | article 19 | clause 2] 2. Thuế thu nhập cá nhân đối với thu nhập khác của cá nhân cư trú quy định tại điểm d và điểm đ khoản 10 Điều 3 của Luật
chunk:chapter II|article 19|clause 2:2,"10 Điều 3 của Luật này được xác định bằng giá chuyển nhượng nhân (x) với thuế suất 0,1%.","[chapter II | article 19 | clause 2] 10 Điều 3 của Luật này được xác định bằng giá chuyển nhượng nhân (x) với thuế suất 0,1%."
chunk:chapter II|article 19|clause 3:1,"3. Thời điểm xác định thu nhập tính thuế là thời điểm tổ chức, cá nhân chi trả thu nhập cho người nộp thuế hoặc thời điểm người nộp thuế","[chapter II | article 19 | clause 3] 3. Thời điểm xác định thu nhập tính thuế là thời điểm tổ chức, cá nhân chi trả thu nhập cho người nộp thuế hoặc thời điểm người nộp thuế"
chunk:chapter II|article 19|clause 3:2,thời điểm người nộp thuế nhận được thu nhập.,[chapter II | article 19 | clause 3] thời điểm người nộp thuế nhận được thu nhập.
chunk:chapter II|article 19|clause 4:1,4. Chính phủ quy định chi tiết Điều này.,[chapter II | article 19 | clause 4] 4. Chính phủ quy định chi tiết Điều này.
chunk:chapter III|article 20|clause 1:1,1. Thuế thu nhập cá nhân đối với thu nhập từ kinh doanh của cá nhân không cư trú được xác định bằng doanh thu từ hoạt động kinh doanh,[chapter III | article 20 | clause 1] 1. Thuế thu nhập cá nhân đối với thu nhập từ kinh doanh của cá nhân không cư trú được xác định bằng doanh thu từ hoạt động kinh doanh
chunk:chapter III|article 20|clause 1:2,từ hoạt động kinh doanh quy định tại khoản 2 Điều này nhân (x) với thuế suất quy định tại khoản 3 Điều này.,[chapter III | article 20 | clause 1] từ hoạt động kinh doanh quy định tại khoản 2 Điều này nhân (x) với thuế suất quy định tại khoản 3 Điều này.
chunk:chapter III|article 20|clause 2:1,"2. Doanh thu là toàn bộ tiền bán hàng, tiền gia công, tiền cung ứng dịch vụ kể cả trợ giá, phụ thu, phụ trội mà cá nhân được hưởng,","[chapter III | article 20 | clause 2] 2. Doanh thu là toàn bộ tiền bán hàng, tiền gia công, tiền cung ứng dịch vụ kể cả trợ giá, phụ thu, phụ trội mà cá nhân được hưởng,"
chunk:chapter III|article 20|clause 2:2,"mà cá nhân được hưởng, không phân biệt đã thu được tiền hay chưa thu được tiền, bao gồm cả chi phí do bên mua hàng hoá, dịch vụ trả","[chapter III | article 20 | clause 2] mà cá nhân được hưởng, không phân biệt đã thu được tiền hay chưa thu được tiền, bao gồm cả chi phí do bên mua hàng hoá, dịch vụ trả"
chunk:chapter III|article 20|clause 2:3,"hàng hoá, dịch vụ trả thay cho cá nhân không cư trú mà không được hoàn trả. Trường hợp thoả thuận hợp đồng không bao gồm thuế thu nhập cá","[chapter III | article 20 | clause 2] hàng hoá, dịch vụ trả thay cho cá nhân không cư trú mà không được hoàn trả. Trường hợp thoả thuận hợp đồng không bao gồm thuế thu nhập cá"
chunk:chapter III|article 20|clause 2:4,gồm thuế thu nhập cá nhân thì doanh thu tính thuế phải quy đổi là toàn bộ số tiền mà cá nhân không cư trú nhận được dưới bất kỳ,[chapter III | article 20 | clause 2] gồm thuế thu nhập cá nhân thì doanh thu tính thuế phải quy đổi là toàn bộ số tiền mà cá nhân không cư trú nhận được dưới bất kỳ
chunk:chapter III|article 20|clause 2:5,"nhận được dưới bất kỳ hình thức nào từ việc cung cấp hàng hoá, dịch vụ tại Việt Nam không phụ thuộc vào địa điểm tiến hành các hoạt động","[chapter III | article 20 | clause 2] nhận được dưới bất kỳ hình thức nào từ việc cung cấp hàng hoá, dịch vụ tại Việt Nam không phụ thuộc vào địa điểm tiến hành các hoạt động"
chunk:chapter III|article 20|clause 2:6,tiến hành các hoạt động kinh doanh.,[chapter III | article 20 | clause 2] tiến hành các hoạt động kinh doanh.
chunk:chapter III|article 20|clause 3|point a:1,"a) Phân phối, cung cấp hàng hoá: 1%;","[chapter III | article 20 | clause 3 | point a] a) Phân phối, cung cấp hàng hoá: 1%;"
chunk:chapter III|article 20|clause 3|point b:1,"b) Dịch vụ, xây dựng không bao thầu nguyên vật liệu: 5%;","[chapter III | article 20 | clause 3 | point b] b) Dịch vụ, xây dựng không bao thầu nguyên vật liệu: 5%;"
chunk:chapter III|article 20|clause 3|point c:1,"c) Sản xuất, vận tải, dịch vụ có gắn với hàng hoá, xây dựng có bao thầu nguyên vật liệu: 2%;","[chapter III | article 20 | clause 3 | point c] c) Sản xuất, vận tải, dịch vụ có gắn với hàng hoá, xây dựng có bao thầu nguyên vật liệu: 2%;"
chunk:chapter III|article 20|clause 3|point d:1,"d) Hoạt động cung cấp sản phẩm và dịch vụ nội dung thông tin số về giải trí, trò chơi điện tử, phim số, ảnh số, nhạc số, quảng cáo:","[chapter III | article 20 | clause 3 | point d] d) Hoạt động cung cấp sản phẩm và dịch vụ nội dung thông tin số về giải trí, trò chơi điện tử, phim số, ảnh số, nhạc số, quảng cáo:"
chunk:chapter III|article 20|clause 3|point d:2,"số, nhạc số, quảng cáo: 5%;","[chapter III | article 20 | clause 3 | point d] số, nhạc số, quảng cáo: 5%;"
chunk:chapter III|article 20|clause 3|point d:1,đ) Hoạt động kinh doanh khác: 2%.,[chapter III | article 20 | clause 3 | point d] đ) Hoạt động kinh doanh khác: 2%.
chunk:chapter III|article 21:1,"# **Điều 21. Thuế thu nhập cá nhân đối với thu nhập từ tiền lương, tiền công** Thuế thu nhập cá nhân đối với thu nhập từ tiền lương, tiền","[chapter III | article 21] # **Điều 21. Thuế thu nhập cá nhân đối với thu nhập từ tiền lương, tiền công** Thuế thu nhập cá nhân đối với thu nhập từ tiền lương, tiền"
chunk:chapter III|article 21:2,"nhập từ tiền lương, tiền công của cá nhân không cư trú được xác định bằng tổng số tiền lương, tiền công mà cá nhân không cư trú nhận được","[chapter III | article 21] nhập từ tiền lương, tiền công của cá nhân không cư trú được xác định bằng tổng số tiền lương, tiền công mà cá nhân không cư trú nhận được"
chunk:chapter III|article 21:3,"không cư trú nhận được do thực hiện công việc tại Việt Nam nhân (x) với thuế suất 20%, không phân biệt nơi trả thu nhập.","[chapter III | article 21] không cư trú nhận được do thực hiện công việc tại Việt Nam nhân (x) với thuế suất 20%, không phân biệt nơi trả thu nhập."
chunk:chapter III|article 22:1,# **Điều 22. Thuế thu nhập cá nhân đối với thu nhập từ đầu tư vốn** Thuế thu nhập cá nhân đối với thu nhập từ đầu tư vốn của,[chapter III | article 22] # **Điều 22. Thuế thu nhập cá nhân đối với thu nhập từ đầu tư vốn** Thuế thu nhập cá nhân đối với thu nhập từ đầu tư vốn của
chunk:chapter III|article 22:2,từ đầu tư vốn của cá nhân không cư trú được xác định bằng tổng số thu nhập mà cá nhân không cư trú nhận được từ việc đầu tư,[chapter III | article 22] từ đầu tư vốn của cá nhân không cư trú được xác định bằng tổng số thu nhập mà cá nhân không cư trú nhận được từ việc đầu tư
chunk:chapter III|article 22:3,"được từ việc đầu tư vốn vào tổ chức, cá nhân tại Việt Nam nhân (x) với thuế suất 5%.","[chapter III | article 22] được từ việc đầu tư vốn vào tổ chức, cá nhân tại Việt Nam nhân (x) với thuế suất 5%."
chunk:chapter III|article 23|clause 1:1,1. Thuế thu nhập cá nhân đối với thu nhập từ chuyển nhượng vốn của cá nhân không cư trú được xác định bằng thu nhập tính thuế nhân (x),[chapter III | article 23 | clause 1] 1. Thuế thu nhập cá nhân đối với thu nhập từ chuyển nhượng vốn của cá nhân không cư trú được xác định bằng thu nhập tính thuế nhân (x)
chunk:chapter III|article 23|clause 1:2,"nhập tính thuế nhân (x) với thuế suất 20% theo từng lần phát sinh, không phân biệt việc chuyển nhượng được thực hiện tại Việt Nam hay tại nước ngoài.","[chapter III | article 23 | clause 1] nhập tính thuế nhân (x) với thuế suất 20% theo từng lần phát sinh, không phân biệt việc chuyển nhượng được thực hiện tại Việt Nam hay tại nước ngoài."
chunk:chapter III|article 23|clause 1:3,"Nam hay tại nước ngoài. Trong đó, thu nhập tính thuế từ chuyển nhượng vốn được xác định bằng giá chuyển nhượng trừ (-) đi giá mua và các khoản","[chapter III | article 23 | clause 1] Nam hay tại nước ngoài. Trong đó, thu nhập tính thuế từ chuyển nhượng vốn được xác định bằng giá chuyển nhượng trừ (-) đi giá mua và các khoản"
chunk:chapter III|article 23|clause 1:4,"giá mua và các khoản chi phí hợp lý liên quan đến việc tạo ra thu nhập từ chuyển nhượng phần vốn tại tổ chức, cá nhân Việt Nam. Trường","[chapter III | article 23 | clause 1] giá mua và các khoản chi phí hợp lý liên quan đến việc tạo ra thu nhập từ chuyển nhượng phần vốn tại tổ chức, cá nhân Việt Nam. Trường"
chunk:chapter III|article 23|clause 1:5,cá nhân Việt Nam. Trường hợp không xác định được giá mua và các chi phí liên quan đến việc chuyển nhượng vốn thì thuế thu nhập cá nhân được,[chapter III | article 23 | clause 1] cá nhân Việt Nam. Trường hợp không xác định được giá mua và các chi phí liên quan đến việc chuyển nhượng vốn thì thuế thu nhập cá nhân được
chunk:chapter III|article 23|clause 1:6,"thu nhập cá nhân được xác định bằng giá chuyển nhượng phần vốn tại tổ chức, cá nhân Việt Nam nhân (x) với thuế suất 2%.","[chapter III | article 23 | clause 1] thu nhập cá nhân được xác định bằng giá chuyển nhượng phần vốn tại tổ chức, cá nhân Việt Nam nhân (x) với thuế suất 2%."
chunk:chapter III|article 23|clause 2:1,2. Thuế thu nhập cá nhân đối với thu nhập từ chuyển nhượng chứng khoán của cá nhân không cư trú được xác định bằng giá chuyển nhượng nhân (x),[chapter III | article 23 | clause 2] 2. Thuế thu nhập cá nhân đối với thu nhập từ chuyển nhượng chứng khoán của cá nhân không cư trú được xác định bằng giá chuyển nhượng nhân (x)
chunk:chapter III|article 23|clause 2:2,"giá chuyển nhượng nhân (x) với thuế suất 0,1%.","[chapter III | article 23 | clause 2] giá chuyển nhượng nhân (x) với thuế suất 0,1%."
chunk:chapter III|article 23|clause 3:1,3. Chính phủ quy định chi tiết Điều này.,[chapter III | article 23 | clause 3] 3. Chính phủ quy định chi tiết Điều này.
chunk:chapter III|article 24|clause 1:1,1. Thuế thu nhập cá nhân đối với thu nhập từ chuyển nhượng bất động sản của cá nhân không cư trú được xác định bằng giá chuyển nhượng nhân,[chapter III | article 24 | clause 1] 1. Thuế thu nhập cá nhân đối với thu nhập từ chuyển nhượng bất động sản của cá nhân không cư trú được xác định bằng giá chuyển nhượng nhân
chunk:chapter III|article 24|clause 1:2,bằng giá chuyển nhượng nhân (x) với thuế suất 2%.,[chapter III | article 24 | clause 1] bằng giá chuyển nhượng nhân (x) với thuế suất 2%.
chunk:chapter III|article 24|clause 2:1,2. Chính phủ quy định chi tiết Điều này.,[chapter III | article 24 | clause 2] 2. Chính phủ quy định chi tiết Điều này.
chunk:chapter III|article 25|clause 1:1,1. Thuế thu nhập cá nhân đối với thu nhập từ tiền bản quyền của cá nhân không cư trú được xác định bằng phần thu nhập vượt trên 20,[chapter III | article 25 | clause 1] 1. Thuế thu nhập cá nhân đối với thu nhập từ tiền bản quyền của cá nhân không cư trú được xác định bằng phần thu nhập vượt trên 20
chunk:chapter III|article 25|clause 1:2,"thu nhập vượt trên 20 triệu đồng theo từng hợp đồng chuyển giao, chuyển quyền sử dụng các đối tượng của quyền sở hữu trí tuệ, chuyển giao công nghệ","[chapter III | article 25 | clause 1] thu nhập vượt trên 20 triệu đồng theo từng hợp đồng chuyển giao, chuyển quyền sử dụng các đối tượng của quyền sở hữu trí tuệ, chuyển giao công nghệ"
chunk:chapter III|article 25|clause 1:3,"tuệ, chuyển giao công nghệ tại Việt Nam nhân (x) với thuế suất 5%.","[chapter III | article 25 | clause 1] tuệ, chuyển giao công nghệ tại Việt Nam nhân (x) với thuế suất 5%."
chunk:chapter III|article 25|clause 2:1,2. Thuế thu nhập cá nhân đối với thu nhập từ nhượng quyền thương mại của cá nhân không cư trú được xác định bằng phần thu nhập vượt trên,[chapter III | article 25 | clause 2] 2. Thuế thu nhập cá nhân đối với thu nhập từ nhượng quyền thương mại của cá nhân không cư trú được xác định bằng phần thu nhập vượt trên
chunk:chapter III|article 25|clause 2:2,phần thu nhập vượt trên 20 triệu đồng theo từng hợp đồng nhượng quyền thương mại tại Việt Nam nhân (x) với thuế suất 5%.,[chapter III | article 25 | clause 2] phần thu nhập vượt trên 20 triệu đồng theo từng hợp đồng nhượng quyền thương mại tại Việt Nam nhân (x) với thuế suất 5%.
chunk:chapter III|article 26:1,"# **Điều 26. Thuế thu nhập cá nhân đối với thu nhập từ trúng thưởng, nhận thừa kế, quà tặng** Thuế thu nhập cá nhân đối với thu nhập từ","[chapter III | article 26] # **Điều 26. Thuế thu nhập cá nhân đối với thu nhập từ trúng thưởng, nhận thừa kế, quà tặng** Thuế thu nhập cá nhân đối với thu nhập từ"
chunk:chapter III|article 26:2,"đối với thu nhập từ trúng thưởng, nhận thừa kế, quà tặng của cá nhân không cư trú được xác định bằng phần giá trị vượt trên 20 triệu đồng","[chapter III | article 26] đối với thu nhập từ trúng thưởng, nhận thừa kế, quà tặng của cá nhân không cư trú được xác định bằng phần giá trị vượt trên 20 triệu đồng"
chunk:chapter III|article 26:3,"vượt trên 20 triệu đồng theo từng lần trúng thưởng, nhận thừa kế, quà tặng tại Việt Nam nhân (x) với thuế suất 10%.","[chapter III | article 26] vượt trên 20 triệu đồng theo từng lần trúng thưởng, nhận thừa kế, quà tặng tại Việt Nam nhân (x) với thuế suất 10%."
chunk:chapter III|article 27|clause 1:1,"1. Thuế thu nhập cá nhân đối với thu nhập khác của cá nhân không cư trú quy định tại các điểm a, b và c khoản 10 Điều 3","[chapter III | article 27 | clause 1] 1. Thuế thu nhập cá nhân đối với thu nhập khác của cá nhân không cư trú quy định tại các điểm a, b và c khoản 10 Điều 3"
chunk:chapter III|article 27|clause 1:2,c khoản 10 Điều 3 của Luật này được xác định bằng thu nhập tính thuế nhân (x) với thuế suất 5%. Thu nhập tính thuế là phần thu nhập,[chapter III | article 27 | clause 1] c khoản 10 Điều 3 của Luật này được xác định bằng thu nhập tính thuế nhân (x) với thuế suất 5%. Thu nhập tính thuế là phần thu nhập
chunk:chapter III|article 27|clause 1:3,thuế là phần thu nhập vượt trên 20 triệu đồng mà người nộp thuế nhận được theo từng lần phát sinh.,[chapter III | article 27 | clause 1] thuế là phần thu nhập vượt trên 20 triệu đồng mà người nộp thuế nhận được theo từng lần phát sinh.
chunk:chapter III|article 27|clause 2:1,2. Thuế thu nhập cá nhân đối với thu nhập khác của cá nhân không cư trú quy định tại điểm d và điểm đ khoản 10 Điều 3 của,[chapter III | article 27 | clause 2] 2. Thuế thu nhập cá nhân đối với thu nhập khác của cá nhân không cư trú quy định tại điểm d và điểm đ khoản 10 Điều 3 của
chunk:chapter III|article 27|clause 2:2,"khoản 10 Điều 3 của Luật này được xác định bằng giá chuyển nhượng nhân (x) với thuế suất 0,1%.","[chapter III | article 27 | clause 2] khoản 10 Điều 3 của Luật này được xác định bằng giá chuyển nhượng nhân (x) với thuế suất 0,1%."
chunk:chapter III|article 27|clause 3:1,3. Chính phủ quy định chi tiết Điều này.,[chapter III | article 27 | clause 3] 3. Chính phủ quy định chi tiết Điều này.
chunk:chapter III|article 28|clause 1:1,1. Thời điểm xác định thu nhập tính thuế đối với thu nhập quy định tại Điều 20 của Luật này là thời điểm cá nhân không cư trú nhận,[chapter III | article 28 | clause 1] 1. Thời điểm xác định thu nhập tính thuế đối với thu nhập quy định tại Điều 20 của Luật này là thời điểm cá nhân không cư trú nhận
chunk:chapter III|article 28|clause 1:2,"nhân không cư trú nhận được thu nhập hoặc thời điểm xuất hoá đơn bán hàng hoá, cung cấp dịch vụ.","[chapter III | article 28 | clause 1] nhân không cư trú nhận được thu nhập hoặc thời điểm xuất hoá đơn bán hàng hoá, cung cấp dịch vụ."
chunk:chapter III|article 28|clause 2:1,"2. Thời điểm xác định thu nhập tính thuế đối với thu nhập quy định tại các điều 21, 22, 25, 26 và 27 của Luật này là thời điểm","[chapter III | article 28 | clause 2] 2. Thời điểm xác định thu nhập tính thuế đối với thu nhập quy định tại các điều 21, 22, 25, 26 và 27 của Luật này là thời điểm"
chunk:chapter III|article 28|clause 2:2,"Luật này là thời điểm tổ chức, cá nhân tại Việt Nam trả thu nhập cho cá nhân không cư trú hoặc thời điểm cá nhân không cư trú nhận","[chapter III | article 28 | clause 2] Luật này là thời điểm tổ chức, cá nhân tại Việt Nam trả thu nhập cho cá nhân không cư trú hoặc thời điểm cá nhân không cư trú nhận"
chunk:chapter III|article 28|clause 2:3,nhân không cư trú nhận được thu nhập.,[chapter III | article 28 | clause 2] nhân không cư trú nhận được thu nhập.
chunk:chapter III|article 28|clause 3:1,3. Thời điểm xác định thu nhập tính thuế đối với thu nhập quy định tại Điều 23 của Luật này là thời điểm giao dịch hoàn thành theo quy,[chapter III | article 28 | clause 3] 3. Thời điểm xác định thu nhập tính thuế đối với thu nhập quy định tại Điều 23 của Luật này là thời điểm giao dịch hoàn thành theo quy
chunk:chapter III|article 28|clause 3:2,dịch hoàn thành theo quy định của pháp luật.,[chapter III | article 28 | clause 3] dịch hoàn thành theo quy định của pháp luật.
chunk:chapter III|article 28|clause 4:1,4. Thời điểm xác định thu nhập tính thuế đối với thu nhập quy định tại Điều 24 của Luật này là thời điểm hợp đồng chuyển nhượng có hiệu,[chapter III | article 28 | clause 4] 4. Thời điểm xác định thu nhập tính thuế đối với thu nhập quy định tại Điều 24 của Luật này là thời điểm hợp đồng chuyển nhượng có hiệu
chunk:chapter III|article 28|clause 4:2,"đồng chuyển nhượng có hiệu lực theo quy định của pháp luật hoặc thời điểm đăng ký quyền sử dụng, quyền sở hữu bất động sản.","[chapter III | article 28 | clause 4] đồng chuyển nhượng có hiệu lực theo quy định của pháp luật hoặc thời điểm đăng ký quyền sử dụng, quyền sở hữu bất động sản."
chunk:chapter III|article 28|clause 5:1,5. Chính phủ quy định chi tiết Điều này.,[chapter III | article 28 | clause 5] 5. Chính phủ quy định chi tiết Điều này.
chunk:chapter IV|article 29|clause 1:1,"1. Luật này có hiệu lực thi hành từ ngày 01 tháng 7 năm 2026, trừ quy định tại khoản 2 Điều này.","[chapter IV | article 29 | clause 1] 1. Luật này có hiệu lực thi hành từ ngày 01 tháng 7 năm 2026, trừ quy định tại khoản 2 Điều này."
chunk:chapter IV|article 29|clause 2:1,"2. Các quy định liên quan đến thu nhập từ kinh doanh, từ tiền lương, tiền công của cá nhân cư trú áp dụng từ kỳ tính thuế năm 2026.","[chapter IV | article 29 | clause 2] 2. Các quy định liên quan đến thu nhập từ kinh doanh, từ tiền lương, tiền công của cá nhân cư trú áp dụng từ kỳ tính thuế năm 2026."
